Incident Number,Date,Time Out,Time In,Location,Call Type,Response Area,Company Run #,Box or Street Assignment,Working Fire,Unit 1,Unit 1 Off ID,Unit 1 Dr ID,Unit 1 FF1 ID,Unit 1 FF2 ID,Unit 1 FF3 ID,Unit 1 FF4 ID,Unit 1 FF5 ID,Unit 1 FF6 ID,Unit 1 FF7 ID,Unit 1 Disposition,Unit 2,Unit 2 Off ID,Unit 2 Dr ID,Unit 2 FF1 ID,Unit 2 FF2 ID,Unit 2 FF3 ID,Unit 2 FF4 ID,Unit 2 FF5 ID,Unit 2 FF6 ID,Unit 2 FF7 ID,Unit 2 Disposition,Unit 3,Unit 3 Off ID,Unit 3 Dr ID,Unit 3 FF1 ID,Unit 3 FF2 ID,Unit 3 FF3 ID,Unit 3 FF4 ID,Unit 3 FF5 ID,Unit 3 FF6 ID,Unit 3 FF7 ID,Unit 3 Disposition,Unit 4,Unit 4 Off ID,Unit 4 Dr ID,Unit 4 FF1 ID,Unit 4 FF2 ID,Unit 4 FF3 ID,Unit 4 FF4 ID,Unit 4 FF5 ID,Unit 4 FF6 ID,Unit 4 FF7 ID,Unit 4 Disposition,Unit 5,Unit 5 Off ID,Unit 5 Dr ID,Unit 5 FF1 ID,Unit 5 FF2 ID,Unit 5 FF3 ID,Unit 5 FF4 ID,Unit 5 FF5 ID,Unit 5 FF6 ID,Unit 5 FF7 ID,Unit 5 Disposition,Remarks,Report by,Type of Incident,Box Area
131460390,27-May-13,00-Jan-00,00-Jan-00,11244 Evans Trail Court,Hazmat / Hazardous Condition,Surrounding Area,759122,TRUE,FALSE,TK12,17602,17826,20098,21021,20326,17101,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged.,17602,,41
131470030,27-May-13,00-Jan-00,00-Jan-00,7525 Rhode Island Ave,EMS Assists,City of College Park,760123,FALSE,FALSE,E122,17602,17826,20326,,,,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assist EMS,17602,,12
131470104,27-May-13,00-Jan-00,00-Jan-00,193 at Stadium Drive,Vegetation Fire,University of Maryland,761124,FALSE,FALSE,E122,17602,17826,17937,20098,20326,21021,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overheated vehicle,17602,,12
131470114,27-May-13,00-Jan-00,00-Jan-00,7601 Hanover Parkway,Hazmat / Hazardous Condition,Surrounding Area,762125,TRUE,FALSE,TK12,17602,17826,19450,20825,20098,20326,21021,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged,17826,,35
131470242,27-May-13,00-Jan-00,00-Jan-00,11262 Evans Trail,Structure Fire,Surrounding Area,763126,TRUE,FALSE,TK12,17937,17568,16112,17826,20098,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grill on the balcony,17937,,41
131480075,28-May-13,00-Jan-00,00-Jan-00,242 Rossborough Lane,Automatic Alarms,City of College Park,764127,FALSE,FALSE,E122,862,16221,4820,15196,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,12
131480105,28-May-13,00-Jan-00,00-Jan-00,4603 College Avenue,Automatic Alarms,City of College Park,765128,FALSE,FALSE,E122,862,16221,4820,15196,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,12
131480110,28-May-13,00-Jan-00,00-Jan-00,115 Paint Branch Drive,Automatic Alarms,University of Maryland,766129,FALSE,FALSE,E122,862,16221,4820,15196,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,12
131480113,28-May-13,00-Jan-00,00-Jan-00,4517 College Avenue,Automatic Alarms,City of College Park,767130,FALSE,FALSE,E122,862,16221,4820,15196,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental - set off by workers.,16221,,12
131480202,28-May-13,00-Jan-00,00-Jan-00,7700 Mystic River Terrace,Hazmat / Hazardous Condition,Surrounding Area,768131,TRUE,FALSE,TK12,17602,16112,20098,19450,17826,,,,,Staged,C12,16691,10238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged. Exterior gas leak.,17602,,48
131480395,28-May-13,00-Jan-00,00-Jan-00,NB Balt Wash Pkwy/ Powder mill road,Hazmat / Hazardous Condition,Surrounding Area,769132,FALSE,FALSE,HMSU12,19450,18403,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,19450,,35
131480411,28-May-13,00-Jan-00,00-Jan-00,Harvard Rd./Guilford Rd.,Other Emergency,City of College Park,770133,FALSE,FALSE,E122,17937,17826,18044,19450,20098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree limb down on wires in front of 4602 Harvard Rd.,17937,,11
131490023,29-May-13,00-Jan-00,00-Jan-00,242 Rossborough Ln.,Automatic Alarms,University of Maryland,771134,FALSE,FALSE,E122,17937,17826,18044,19450,20098,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO alarm present,17937,,12
131490131,29-May-13,00-Jan-00,00-Jan-00,242 Rossborough Lane,Automatic Alarms,City of College Park,772135,FALSE,FALSE,E122,862,16221,4820,19228,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,12
131490263,29-May-13,00-Jan-00,00-Jan-00,162 Union Lane,EMS Assists,University of Maryland,773136,FALSE,FALSE,E122,17602,18044,19459,20326,,,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patient Refusal,17602,,12
131500065,30-May-13,00-Jan-00,00-Jan-00,7507 Baltimore Avenue,Hazmat / Hazardous Condition,University of Maryland,775138,FALSE,FALSE,E122,862,16221,4820,20891,,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged for Washington Gas.,16221,,12
131500170,30-May-13,00-Jan-00,00-Jan-00,9200 Powder Mill Road,Structure Fire,Surrounding Area,776139,TRUE,FALSE,TK12,862,16221,4820,20891,20326,19450,,,,PISPTA,C12,10238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,31
131500329,30-May-13,00-Jan-00,00-Jan-00,Knox Rd/Rossburg Drive,Structure Fire,City of College Park,777140,TRUE,FALSE,E122,17602,17826,19450,20098,21021,20104,,,,Investigation - Nothing Found,TK12,15876,18044,19459,17397,20825,17937,20348,21014,,Investigation - Nothing Found,C12,16691,10238,,,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,Units checked the area thoroughly. Nothing found. C12 with command.,17602,,12
131500365,30-May-13,00-Jan-00,00-Jan-00,5811 Cherrywood Ter,Hazmat / Hazardous Condition,Surrounding Area,778141,FALSE,FALSE,HMSU12,21014,19450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA Dry Chem Discharge,21014,,14
131500373,30-May-13,00-Jan-00,00-Jan-00,9547 Riggs Rd,Structure Fire,Surrounding Area,779142,TRUE,FALSE,TK12,15876,18044,17937,19459,17397,20825,21014,,,Staged,C12,10238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged,15876,,34
131510016,31-May-13,00-Jan-00,00-Jan-00,8607 57th Ave,Hazmat / Hazardous Condition,Surrounding Area,780143,FALSE,FALSE,TK12,15876,18044,17397,20825,19459,21014,17101,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High levels of CO were observed in the basement ranging from 30ppm to 200ppm, highest near a recently-used acetylene welding torch and tank.  Tank was secured and readings began decreasing.  Crew ventilated until readings were steadily decreasing into a non-hazardous range and advised homeowner to continue naturally ventilating and call back if alarm persists.",15876,,14
131510099,31-May-13,00-Jan-00,00-Jan-00,6518 Lamont Place,Structure Fire,Surrounding Area,781144,TRUE,FALSE,TK12,862,16221,4820,20118,17602,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ladders/fans/search.,16221,,48
131510266,31-May-13,00-Jan-00,00-Jan-00,9014 Rhode Island Ave,EMS Assists,City of College Park,783146,FALSE,FALSE,E122,17602,17937,18044,20326,21014,16481,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assist EMS. A835,17602,,11
131510277,31-May-13,00-Jan-00,00-Jan-00,5100 Paint Branch Parkway,EMS Assists,City of College Park,784147,FALSE,FALSE,E122,17602,17937,18044,21014,20326,16481,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assist EMS. A807,17602,,12
131510410,31-May-13,00-Jan-00,00-Jan-00,8116 Gorman Ave #303,Hazmat / Hazardous Condition,Surrounding Area,785148,FALSE,FALSE,TK12,17602,17937,20825,21014,20326,,,,,PISPTA,HMSU12,19450,19459,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA.,17602,,49
131510424,31-May-13,00-Jan-00,00-Jan-00,11 Parkway #D,Structure Fire,Surrounding Area,786149,TRUE,FALSE,TK12,17602,17937,19459,19450,21014,20326,20825,,,PISPTA,C12,850,10238,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA. Small oven per E835.,17602,,35
131520280,01-Jun-13,00-Jan-00,00-Jan-00,Baltimore Ave/Edgewood Rd.,Rescues,City of College Park,787001,FALSE,FALSE,E122,17937,17602,17568,18044,16284,21014,20305,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,,11
131530006,02-Jun-13,00-Jan-00,00-Jan-00,84 Regents Dr.,Automatic Alarms,University of Maryland,788002,FALSE,FALSE,E122,17937,17602,18044,19450,21014,20305,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,,12
131530054,02-Jun-13,00-Jan-00,00-Jan-00,8150 Baltimore Ave,Automatic Alarms,City of College Park,789003,FALSE,FALSE,E122,17937,17602,18044,19450,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry chem discharge on the 4th floor. Vented 4th floor.,17937,,12
131530122,02-Jun-13,00-Jan-00,00-Jan-00,5617 54th Ave,Structure Fire,Surrounding Area,790004,TRUE,FALSE,TK12,17602,17937,21021,21014,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,17602,,07
131530133,02-Jun-13,00-Jan-00,00-Jan-00,5801 Lamont Drive,Structure Fire,Surrounding Area,791005,TRUE,FALSE,TK12,17602,17937,21021,21014,,,,,,PISPTA,C12,,10238,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,17602,,28
131530183,02-Jun-13,00-Jan-00,00-Jan-00,6813 Laverne Drive,Structure Fire,Surrounding Area,792006,TRUE,FALSE,TK12,17602,17937,21021,21014,,,,,,PISOS,C12,,10238,,,,,,,,PISOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fots,17602,,34
131530387,02-Jun-13,00-Jan-00,00-Jan-00,3721 Shepherd Street,Structure Fire,Surrounding Area,793007,TRUE,FALSE,TK12,17602,17937,18044,19459,20326,19843,20104,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,17602,,55
131530396,02-Jun-13,00-Jan-00,00-Jan-00,7310 Hopkins Ave,Hazmat / Hazardous Condition,City of College Park,794008,FALSE,FALSE,TK12,17602,17937,18044,19459,20104,20326,19843,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO alarm. Good intent.,17602,,12
131530419,02-Jun-13,00-Jan-00,00-Jan-00,9020 Baltimore Ave,EMS Assists,City of College Park,795009,FALSE,FALSE,E122,17937,17602,18044,19459,20104,20326,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,,11
131530430,02-Jun-13,00-Jan-00,00-Jan-00,Baltimore Ave.Edgewood Dr.,Rescues,City of College Park,796010,FALSE,FALSE,E122,17937,17602,18044,19450,20326,20104,19843,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,,11
131540170,03-Jun-13,00-Jan-00,00-Jan-00,148 Regents Dr,Rescues,University of Maryland,797011,FALSE,FALSE,E122,862,16221,,,,,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refusal,4820,,12
131540235,03-Jun-13,00-Jan-00,00-Jan-00,OL beltway at NB 295,Rescues,Surrounding Area,798012,FALSE,FALSE,E122,17602,16691,18044,20104,21014,17937,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged,18044,,11
131540348,03-Jun-13,00-Jan-00,00-Jan-00,121 Valley Drive,Automatic Alarms,University of Maryland,799013,FALSE,FALSE,E122,17602,16691,19450,19843,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alarm set off due to workers. Alarm reset.,17602,,12
131540368,03-Jun-13,00-Jan-00,00-Jan-00,3566 Powder Mill Rd.,Structure Fire,Surrounding Area,800014,TRUE,FALSE,TK12,17937,18044,20104,21014,20326,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,,41
131550199,04-Jun-13,00-Jan-00,00-Jan-00,4300 Knox Rd.,Automatic Alarms,City of College Park,801015,FALSE,FALSE,E122,17937,18044,17826,20104,21014,20825,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,,12
131550294,04-Jun-13,00-Jan-00,00-Jan-00,9300 Cherry Hill Rd,Hazmat / Hazardous Condition,City of College Park,802016,TRUE,FALSE,E122,17937,18044,21014,19450,,,,,,Investigation - Nothing Found,TK12,17602,17826,19459,20104,17101,20825,,,,Investigation - Nothing Found,C12,,10238,,,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,Investigated odor. Nothing found. Good intent. C12 with command.,17602,,11
131560215,05-Jun-13,00-Jan-00,00-Jan-00,1 Eastway,Structure Fire,Surrounding Area,803017,TRUE,FALSE,E122,16691,18044,17602,16481,17937,19450,20104,,,Staged,C12,,10238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged,16691,,35
131560301,05-Jun-13,00-Jan-00,00-Jan-00,7205 24th Pl.,Structure Fire,Surrounding Area,804018,TRUE,TRUE,TK12,16691,17937,18044,17602,20348,21014,18403,20104,,Emergency Operations Performed,C12,,10238,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tk 12 operated completing a primary of the basement and c12 had command. Small fire on outside of the house with some extension in the attic,16691,,34
131560321,05-Jun-13,00-Jan-00,00-Jan-00,8315 Donghue Dr.,Structure Fire,Surrounding Area,805019,TRUE,FALSE,TK12,16691,17937,18044,17602,20348,21014,18403,20104,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged,16691,,48
131560374,05-Jun-13,00-Jan-00,00-Jan-00,5016 Roanoke Pl.,Hazmat / Hazardous Condition,City of College Park,806020,TRUE,FALSE,TK12,16691,17937,18044,18403,17602,21014,20326,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malf A/C Unit,16691,,11
131560394,05-Jun-13,00-Jan-00,00-Jan-00,298 Paint Branch Dr.,Rescues,University of Maryland,807021,FALSE,FALSE,E122,16691,18044,17937,20326,19843,21014,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrong Address,16691,,12
131580076,26-Dec-13,00-Jan-00,00-Jan-00,346 Presidents dr,Automatic Alarms,University of Maryland,2036131,FALSE,FALSE,E121,17011,16190,17016,16876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16190,,12
131580083,07-Jun-13,00-Jan-00,00-Jan-00,5310 Minnick Road,Structure Fire,Surrounding Area,809023,TRUE,TRUE,F12,14070,16221,20100,,,,,,,Staged,HMSU12,20129,4820,,,,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,10
131580225,07-Jun-13,00-Jan-00,00-Jan-00,42 Chapel Drive,Automatic Alarms,University of Maryland,811025,FALSE,FALSE,E122,862,16221,4820,20129,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,12
131580290,07-Jun-13,00-Jan-00,00-Jan-00,11330 Cherry Hill Rd #103,Hazmat / Hazardous Condition,Surrounding Area,812026,TRUE,FALSE,TK12,17602,18044,17038,20104,20100,19450,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged,17826,,41
131580304,07-Jun-13,00-Jan-00,00-Jan-00,6208 Breezewood Court,Structure Fire,Surrounding Area,813027,TRUE,FALSE,TK12,17602,18044,17038,19450,20100,20104,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,17826,,14
131580465,07-Jun-13,00-Jan-00,00-Jan-00,4400 Lehigh Rd,Hazmat / Hazardous Condition,City of College Park,814028,FALSE,FALSE,E122,17602,17038,19450,20104,20100,21014,,,,PISOS,HMSU12,17397,18044,,,,,,,,PISOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car leaking fuel. Fuel tank was plugged. Gasoline was cleaned up.,17602,,12
131590130,08-Jun-13,00-Jan-00,00-Jan-00,38 Chapel Drive,Structure Fire,University of Maryland,815029,TRUE,FALSE,E122,17602,18044,19450,20100,20104,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malfunctioning copier in room 1218. Power secured.,17602,,12
131590148,08-Jun-13,00-Jan-00,00-Jan-00,8115 Baltimore Ave,Non-Emergency Incidents,City of College Park,816030,FALSE,FALSE,E122,17602,18044,20104,20100,19450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Property damage accident involving E122. Noticeable damage to exhaust tip as well as manual front intake valve. Incident called into PSC, safety officers and Batt. 4 came to do paperwork. Accident packet started and will be completed by FF Wilbur.",17602,,12
131590205,08-Jun-13,00-Jan-00,00-Jan-00,8077 Greenmeade Dr.,Structure Fire,University of Maryland,817031,TRUE,FALSE,E122,16691,17602,19450,21014,20100,18452,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air handler motor,16691,,11
131590277,08-Jun-13,00-Jan-00,00-Jan-00,OL Cap Beltway @ Rt. 1,Rescues,City of College Park,818032,FALSE,FALSE,E122,16691,17602,20100,21014,17038,18044,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMS Assist,16691,,35
131590295,08-Jun-13,00-Jan-00,00-Jan-00,6021 Springhill Dr.,Structure Fire,Surrounding Area,819033,TRUE,FALSE,E122,16691,17602,17038,18044,21014,20104,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,16691,,14
131600009,09-Jun-13,00-Jan-00,00-Jan-00,7200 Baltimore Ave,EMS Assists,City of College Park,820034,FALSE,FALSE,E122,17602,17038,19450,18452,21014,,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assist EMS,17602,,12
131600041,09-Jun-13,00-Jan-00,00-Jan-00,8700 Balimore ave,Non-Emergency Incidents,City of College Park,821035,FALSE,FALSE,TK12,18044,16691,20326,20104,20100,20825,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing found,18044,,11
131600068,09-Jun-13,00-Jan-00,00-Jan-00,407 Field House Drive,EMS Assists,University of Maryland,822036,FALSE,FALSE,E122,17602,17038,21014,19450,18452,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,17602,,12
131600087,09-Jun-13,00-Jan-00,00-Jan-00,8501 Good Luck Rd,Non-Emergency Incidents,Surrounding Area,823037,FALSE,FALSE,E122,17602,17038,19450,18452,21014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer to Co. 48 Ran 1 call.,17602,,48
131600134,09-Jun-13,00-Jan-00,00-Jan-00,64 campus drive,Automatic Alarms,University of Maryland,824038,FALSE,FALSE,TK12,18044,16691,20326,19843,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing Found,18044,,12
131600148,09-Jun-13,00-Jan-00,00-Jan-00,9107 Rolling View Drive,Structure Fire,Surrounding Area,825039,TRUE,FALSE,E122,17602,17038,21014,19450,18452,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staged.,17602,,28
131600159,09-Jun-13,00-Jan-00,00-Jan-00,712 North hampton drive,Structure Fire,Surrounding Area,826040,TRUE,FALSE,TK12,18044,16691,20326,18452,20100,19843,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISOS,18044,,Montgomery County
131600178,09-Jun-13,00-Jan-00,00-Jan-00,9113 Baltimore Ave,Rescues,City of College Park,827041,FALSE,FALSE,E122,17602,17038,19450,21014,20825,,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assist EMS,17602,,11
131610240,10-Jun-13,00-Jan-00,00-Jan-00,91 Regents Dr.,EMS Assists,University of Maryland,828042,FALSE,FALSE,E122,17937,17602,20098,20104,20100,19450,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,,12
131620230,11-Jun-13,00-Jan-00,00-Jan-00,4808 Calvert Rd.,Rescues,City of College Park,829043,FALSE,FALSE,TK12,17937,16691,18044,20098,20100,20104,21014,20326,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 occupants removed form elevator,17937,,12
131630020,12-Jun-13,00-Jan-00,00-Jan-00,7909 Mandan Rd.,Structure Fire,Surrounding Area,830044,TRUE,FALSE,TK12,17937,17602,20098,20100,20104,20326,21014,19450,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,,35
131630102,12-Jun-13,00-Jan-00,00-Jan-00,8403 20th Avenue,Structure Fire,Surrounding Area,831045,TRUE,TRUE,TK12,862,16221,15663,21067,20100,20326,,,,Emergency Operations Performed,C12,10238,,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Search, vent, ladders.",16221,,34
131630129,12-Jun-13,00-Jan-00,00-Jan-00,8860 Piney Branch Road,Structure Fire,Surrounding Area,832046,TRUE,FALSE,TK12,862,16221,20326,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,Montgomery County
131630152,12-Jun-13,00-Jan-00,00-Jan-00,Baltimore Avenue/Indian Lane,Rescues,City of College Park,853047,FALSE,FALSE,E122,862,16221,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,11
131630164,12-Jun-13,00-Jan-00,00-Jan-00,5600 Breezewood Drive,EMS Assists,Surrounding Area,854048,FALSE,FALSE,E122,862,16221,,,,,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,14
131630194,12-Jun-13,00-Jan-00,00-Jan-00,Baltimore Avenue/Melbourne Place,Rescues,Surrounding Area,855049,FALSE,FALSE,E122,862,16221,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barrier protection for PDO MVC.,16221,,12
131630215,12-Jun-13,00-Jan-00,00-Jan-00,140 Campus Drive,EMS Assists,University of Maryland,856050,FALSE,FALSE,E122,17602,18044,17937,15876,19450,,,,,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancelled. 2nd ambo crew called in.,17602,,12
131630231,12-Jun-13,00-Jan-00,00-Jan-00,Inner Loop 495/Kennilworth Ave,Rescues,City of College Park,857051,FALSE,FALSE,E122,17602,18044,20100,19450,,,,,,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancelled.,17602,,11
131630308,12-Jun-13,00-Jan-00,00-Jan-00,8900 Churchfield Ln,Structure Fire,Surrounding Area,858052,TRUE,FALSE,TK12,15876,17602,18044,20098,19450,21014,21021,18403,,PISPTA,C12,10238,,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,15876,,49
131640149,13-Jun-13,00-Jan-00,00-Jan-00,256 Ellicott Drive,Non-Emergency Incidents,University of Maryland,859053,FALSE,FALSE,TK12,14792,16221,14779,16177,20825,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,12
131640175,13-Jun-13,00-Jan-00,00-Jan-00,47 Chapel Drive,Structure Fire,University of Maryland,860054,TRUE,FALSE,E122,14792,16221,14779,16177,,,,,,Investigation - Nothing Found,TK12,19459,17602,20326,20825,17397,20100,,,,Investigation - Nothing Found,C12,10238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,,12
131640226,13-Jun-13,00-Jan-00,00-Jan-00,3711 Campus Dr,Hazmat / Hazardous Condition,University of Maryland,861055,FALSE,FALSE,Utility,21014,19450,,,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing Found,21014,,12
131640236,13-Jun-13,00-Jan-00,00-Jan-00,3621 Campus Dr,Hazmat / Hazardous Condition,University of Maryland,863057,FALSE,FALSE,E122,14792,16221,14779,16177,,,,,,PISOS,Utility,21014,19450,,,,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Updated address from earlier call. Wires down and on fire. UT12 stand-by fo PEPCO.,21014,,12
